name	length	8Cell_SRR17972758_Rep1_R1	8Cell_SRR17972759_Rep2_R1	8Cell_SRR17972760_Rep3_R1	8Cell_SRR17972761_Rep4_R1	8Cell_SRR17972762_Rep5_R1	8Cell_SRR17972763_Rep6_R1	8Cell_SRR17972764_Rep7_R1	8Cell_SRR17972765_Rep8_R1	8Cell_SRR17972820_Rep9_R1	8Cell_SRR17972821_Rep10_R1	8Cell_SRR17972822_Rep11_R1	8Cell_SRR17972832_Rep12_R1	8Cell_SRR17972833_Rep13_R1	8Cell_SRR17972834_Rep14_R1	8Cell_SRR17972835_Rep15_R1	8Cell_SRR17972836_Rep16_R1	8Cell_SRR17972837_Rep17_R1	8Cell_SRR17972838_Rep18_R1	8Cell_SRR17972839_Rep19_R1	8Cell_SRR17972840_Rep20_R1	8Cell_SRR17972841_Rep21_R1	8Cell_SRR17972842_Rep22_R1	8Cell_SRR17972843_Rep23_R1
PEX13	2114	0	544	61	0	38	0	0	36	588	592	521	0	0	14	198	0	0	8	0	1	0	0	0
PEX14	4463	8	0	62	0	48	0	198	213	36	21	31	134	106	94	89	43	35	162	49	194	209	4	3
PEX1	4489	935	0	173	49	27	197	0	0	354	220	302	0	18	221	0	0	0	1	38	8	0	1613	0
PEX16	2751	1723	486	1661	862	931	896	1725	0	85	83	119	725	1039	616	281	253	185	452	1258	563	1	0	1
PEX19	1948	321	772	739	0	816	0	1112	97	320	349	533	707	0	504	0	375	259	395	0	48	225	2	1
PEX2	1699	149	633	247	590	29	26	382	119	525	603	1021	211	96	510	231	493	363	559	283	901	310	14	23
PEX26	6066	292	45	408	892	1539	2084	696	0	89	79	52	1721	1185	2156	1126	1841	2201	1083	1627	981	600	804	0
PEX3	1549	718	2	645	46	449	0	0	0	786	992	732	0	0	8	0	268	54	30	28	233	106	21	28
PEX5	3369	413	1461	251	176	241	501	0	0	10	10	13	0	382	1067	211	766	585	670	712	298	181	859	5
PEX5L	6388	164	22	605	15	11	80	34	49	593	335	395	788	108	819	265	682	471	490	1260	1160	775	512	202
PEX6	3526	999	0	29	0	0	0	0	0	23	12	56	314	0	13	0	0	0	114	74	0	0	0	0
PEX7	2649	351	1	0	0	0	0	171	1	100	72	86	1	140	153	1	13	1	90	41	245	92	35	14
PF4	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFAS	7566	1416	4	269	446	57	13	51	0	200	302	228	1	245	752	342	161	0	151	91	8	0	0	0
PFDN1	693	500	318	1051	1018	1106	579	1283	1027	2483	3228	3188	1507	740	1526	713	1230	1015	775	1687	1152	825	954	361
PFDN2	590	493	746	826	676	480	451	680	0	1411	1952	1182	499	635	186	398	223	293	245	387	332	716	280	1
PFDN4	1240	3	0	7	5	60	0	67	11	393	286	352	14	0	5	0	13	31	2	0	18	0	122	0
PFDN5	950	2040	1237	1841	3053	2918	1431	1590	459	2062	2762	1955	2309	1580	672	592	782	749	1056	965	1612	2052	1126	707
PFDN6	899	1360	1247	2311	1453	1623	1855	1521	1285	1724	2509	1627	1458	1328	1025	921	1185	1145	621	2675	1936	2211	1331	228
PFKFB1	2537	6	0	162	277	40	133	366	171	63	88	33	164	115	360	220	220	339	136	592	660	957	654	656
PFKFB2	4770	0	547	22	0	0	21	0	0	67	116	58	547	10	326	103	734	0	475	761	75	64	43	0
PFKFB3	6203	3	0	47	0	123	0	779	72	36	35	153	44	0	249	187	474	392	597	878	15	297	6	1
PFKFB4	3594	2057	404	3491	2475	3377	2269	1803	2827	548	266	267	5945	1150	2435	1452	3154	1993	672	2592	2331	2047	3707	103
PFKL	2800	1791	744	432	0	0	0	0	0	65	40	252	0	0	421	0	249	462	256	0	0	0	35	0
PFKM	3301	0	0	0	0	8	0	0	0	27	13	51	0	347	235	703	0	1	0	0	0	0	43	1
PFKP	2763	621	0	640	0	760	0	0	0	58	35	164	1136	0	823	0	0	163	43	0	0	0	0	25
PFN1	815	6054	6936	10243	13196	9797	9892	13052	11779	2668	2171	3446	8357	11732	7441	7464	5378	8741	4884	21176	15666	24368	4441	3786
PFN2	3948	85	6	174	3	61	7	22	104	326	221	788	148	315	101	21	201	8	243	351	409	345	22	0
PFN3	548	0	0	0	0	392	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PFN4	728	0	0	0	1	0	0	0	0	14	9	3	0	6	0	0	74	0	0	3	0	38	0	0
PGA5	1367	309	0	67	129	0	0	0	0	30	25	10	134	79	0	121	72	1	0	0	0	0	98	0
PGAM1	1691	4187	2496	8732	4575	4018	2500	2738	574	4071	3134	6794	2196	2280	3649	2527	2966	2490	4475	6241	1854	2185	3534	171
PGAM2	851	0	0	0	0	0	0	0	0	3	9	8	340	0	0	0	0	0	0	0	0	0	0	0
PGAM5	1823	33	390	753	592	267	697	1269	1432	142	127	179	1134	736	464	545	1025	403	807	2156	1400	394	586	419
PGAP1	2895	0	0	134	0	0	0	0	0	347	280	102	48	0	10	0	0	0	1	125	30	13	18	0
PGAP2	2215	2	320	875	1365	1117	425	1400	0	77	19	87	360	0	946	50	576	895	74	1600	625	1494	619	0
PGAP3	2860	289	0	487	0	6	0	0	0	21	11	27	0	0	216	0	353	369	0	382	235	0	2	0
PGBD1	1609	0	0	0	0	0	0	0	0	17	47	62	145	277	33	0	0	0	0	0	0	0	1	0
PGBD2	2776	0	0	104	0	0	0	0	50	134	96	126	0	0	118	0	3	683	70	212	784	138	0	0
PGBD5	3300	0	0	0	0	0	36	0	0	16	50	12	0	0	0	0	7	0	1	77	0	12	497	0
PGC	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGD	1948	4077	2901	4881	2948	3375	5502	11119	1364	732	670	1013	8870	6216	10158	4919	10417	8915	10834	21455	5574	6009	4932	4261
PGF	1578	0	0	245	0	0	0	0	0	4	4	20	67	72	222	1	43	0	107	451	21	85	0	0
PGGHG	9119	600	0	0	0	0	459	779	14	23	3	16	0	0	0	0	0	0	0	0	0	1	0	0
PGGT1B	1437	0	1	151	120	294	610	392	0	406	382	371	32	102	165	414	49	6	86	618	215	140	99	40
PGK1	1808	2492	2364	5812	1449	1588	2175	512	573	8115	6994	16871	830	391	838	604	33	496	923	618	123	345	759	22
PGK2	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLS	1042	2388	2048	3965	1143	2830	2577	3989	987	419	399	915	512	1261	883	964	438	343	118	766	1728	853	1056	50
PGLYRP1	686	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP2	3935	0	0	0	0	3	0	0	0	23	16	12	0	0	13	198	99	0	265	641	140	514	0	0
PGLYRP3	5533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP4	4108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	3145	1240	2	281	1306	521	219	146	0	536	348	505	525	966	913	0	479	1	727	964	1281	193	2134	0
PGM2	3083	0	537	460	0	0	0	0	0	254	356	480	92	0	172	126	0	264	55	470	0	0	0	0
PGM2L1	7620	92	0	30	0	4	0	0	0	174	127	84	57	115	255	0	105	1	66	92	278	62	26	0
PGM3	2058	762	262	306	0	223	0	649	0	1001	939	874	8	1	238	0	195	0	8	786	163	184	21	0
PGM5	3108	178	130	458	55	131	0	148	62	75	82	70	772	447	857	0	1221	450	388	248	290	0	34	170
PGP	2757	1421	650	4399	398	5505	2261	3926	286	317	402	535	2639	1638	604	266	768	507	582	1407	891	1185	1027	542
PGPEP1	5275	0	0	23	758	95	1	207	11	54	51	105	34	522	56	165	3	14	0	0	10	0	0	0
PGPEP1L	1246	0	0	0	0	0	0	0	0	17	64	12	5	0	0	0	0	0	0	0	0	0	0	0
PGR	6203	74	0	78	0	0	128	0	0	135	140	200	0	0	13	94	120	87	9	99	101	0	0	1
PGRMC1	1858	580	0	200	1	502	1	190	0	855	755	1618	629	374	233	0	257	96	95	431	301	563	40	526
PGRMC2	1836	0	27	89	4	16	74	2	0	361	472	433	1	0	93	0	35	0	3	98	1	7	130	36
PGS1	6927	2301	2070	2211	3025	2549	3403	2382	123	101	52	134	3491	4177	5744	5038	7758	5728	5446	9224	1508	938	4305	949
PHACTR1	6952	0	0	0	0	25	0	47	0	10	13	8	2	2	63	0	95	38	14	0	17	65	1	0
PHACTR2	9592	0	0	0	0	0	0	0	0	27	37	34	0	0	0	0	22	33	0	12	0	0	0	0
PHACTR3	1296	84	133	94	0	231	0	88	115	103	70	70	29	14	91	52	96	54	68	108	60	18	361	25
PHACTR4	4965	85	0	44	123	14	210	31	42	220	198	238	35	491	72	207	157	57	1	449	55	0	461	0
PHAX	2540	718	1	300	431	351	362	1	0	1892	2429	2207	53	0	4	0	33	1	51	134	29	62	22	712
PHB	1989	10148	5924	16246	10338	15561	5428	7840	5925	5004	6598	6506	4844	6625	5611	3417	4660	4638	7720	14679	6696	8345	5790	1452
PHB2	1277	5969	2091	7952	6072	5042	2025	4929	1927	585	496	599	3332	3472	4968	4165	5442	7064	7781	21932	6835	5519	3839	4307
PHC1	4808	275	587	462	44	387	139	320	0	100	134	94	466	9	1041	148	813	293	622	113	409	33	132	355
PHC2	6243	1053	0	2269	122	643	8	976	2606	71	75	172	1177	668	4148	3184	3628	1759	3519	3290	1202	1035	2460	961
PHC3	11914	1	1	373	0	109	0	0	2	482	453	482	0	214	11	0	1	7	267	223	107	42	12	273
PHETA1	4013	1776	317	1698	972	1815	353	3211	2702	107	86	44	1438	2403	563	1631	1189	1130	1239	969	243	1047	1344	1
PHETA2	2574	0	0	0	265	0	276	0	10	10	5	6	17	0	166	0	296	463	2	300	15	266	10	0
PHEX	5952	0	0	0	0	0	0	144	0	11	23	49	0	0	0	0	0	0	0	0	0	0	16	0
PHF10	2521	0	0	0	0	325	0	0	0	249	279	759	0	2	77	26	0	0	0	0	0	0	0	0
PHF11	2163	2290	1402	1505	46	1194	0	2745	0	484	260	573	1655	339	1990	0	868	0	1602	108	519	71	8666	89
PHF12	4979	166	21	261	53	91	18	807	6	67	59	32	16	246	62	3	469	111	283	8	418	54	186	33
PHF1	2722	2	119	34	58	0	1	0	1	20	19	20	226	2	20	32	149	43	145	416	43	58	3	2
PHF13	1916	1701	1225	1314	984	1918	841	630	1373	130	128	70	2304	2002	1642	2299	1503	3571	2511	7767	1374	1317	855	687
PHF14	6404	441	30	24	100	243	11	189	17	388	471	447	542	10	54	0	17	56	25	37	36	48	54	69
PHF19	4589	0	0	83	2	1	0	0	0	7	10	17	0	0	59	69	128	0	22	15	0	161	61	21
PHF20	6549	897	999	584	86	269	516	729	285	1556	1335	1195	716	789	42	7	536	81	106	243	642	419	1196	82
PHF20L1	10984	138	1438	188	726	268	0	0	0	859	793	1020	6	0	23	0	130	77	0	0	0	30	0	0
PHF21A	8177	26	0	0	0	0	215	2	0	76	82	130	0	0	7	0	13	0	1	10	63	259	7	1
PHF21B	4412	34	0	8	587	0	153	69	53	4	5	4	0	16	32	251	86	40	18	7	70	140	10	0
PHF23	1999	357	0	488	0	141	418	118	490	192	212	144	0	84	22	276	198	2	210	614	425	183	68	1
PHF24	6272	103	1603	1144	1	1114	425	1	797	192	238	66	387	0	546	0	509	0	489	524	332	3	1508	975
PHF2	5808	2	298	0	171	13	0	310	0	16	19	85	161	0	237	124	192	17	138	10	21	117	170	3
PHF3	13568	414	401	225	862	42	185	41	684	1428	1288	1247	0	0	98	86	95	38	3	203	176	157	639	747
PHF5A	905	1611	1003	1283	477	2157	1141	1097	557	3217	4342	3187	581	986	805	738	391	572	230	1625	738	558	1060	428
PHF6	4799	17	436	132	0	0	0	0	168	928	1458	1183	41	0	1	0	36	0	53	4	10	0	5	329
PHF7	2677	186	45	0	0	86	78	0	0	59	22	22	385	0	679	518	246	15	143	768	258	212	13	0
PHF8	7260	135	0	56	22	1524	5	200	10	324	271	1069	602	675	591	7	157	155	153	355	1145	93	43	0
PHGDH	1840	498	0	1127	764	0	0	0	0	66	25	347	1	286	460	0	0	0	197	0	0	0	0	0
PHGR1	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHIP	10543	175	1	445	185	126	39	292	0	1458	1215	1427	0	0	59	63	103	107	11	1	233	133	0	0
PHKA1	4453	0	0	1	0	0	0	0	0	167	69	320	0	0	0	0	30	0	86	0	89	0	274	0
PHKA2	4682	3259	465	2878	1316	2254	1763	2619	3180	357	270	318	5381	3971	6095	2840	6945	3556	5241	7612	4768	4679	4413	2459
PHKB	4106	0	2706	0	1	0	0	0	68	418	538	451	0	9	94	0	7	0	0	198	0	0	0	0
PHKG1	1970	0	0	0	0	0	0	1	0	6	14	3	0	153	0	0	4	0	11	0	0	0	0	0
PHKG2	1604	517	333	228	222	579	382	254	342	82	63	178	98	883	372	265	394	477	183	615	90	131	0	1
PHLDA1	1551	0	0	157	0	140	221	0	463	55	26	144	30	0	0	2	143	165	0	0	0	0	46	5
PHLDA2	795	1783	1245	5549	2190	2635	3137	3066	1846	629	1247	535	2029	1231	1333	1820	1811	914	1657	3684	5079	5712	5632	410
PHLDA3	1908	831	3	2	0	953	1308	1	0	44	35	100	396	453	222	175	308	494	853	849	216	310	15	683
PHLDB1	6423	48	0	80	250	6	78	12	102	43	24	50	165	104	354	211	162	6	653	552	141	255	22	1132
PHLDB2	6906	0	0	0	0	0	0	0	0	115	50	130	0	0	0	0	0	0	0	0	44	0	0	0
PHLDB3	2228	127	0	14	0	268	0	148	0	86	97	107	264	45	33	0	500	294	474	269	8	192	1086	1
PHLPP1	5507	0	8	27	0	181	4	6	0	53	38	39	8	0	86	0	13	0	0	7	13	0	1	1
PHLPP2	7968	200	336	138	821	373	3	2026	956	1057	1083	922	210	413	2038	175	218	33	498	142	925	110	175	32
PHOSPHO1	2300	2389	1405	3241	2295	2605	3710	3776	3873	78	72	33	1442	3322	1055	1849	1541	4461	3005	5148	2445	2682	1326	2919
PHOSPHO2	1364	0	169	99	142	196	181	198	0	481	543	541	0	0	166	147	27	49	86	42	78	0	1	0
PHOX2A	1417	477	42	264	250	546	400	911	813	5	6	3	595	763	476	593	571	1301	818	2217	532	612	369	443
PHOX2B	3084	0	0	0	0	53	0	14	0	24	83	12	0	0	0	0	62	1	45	49	0	36	0	0
PHPT1	601	2866	3687	3363	2078	2799	4540	3344	2333	615	634	731	2511	2013	1162	1093	738	676	249	1031	1402	2310	898	919
PHRF1	5186	1363	71	1652	20	2395	1014	4690	2077	324	285	150	3306	3147	5132	2553	3588	2298	3039	2756	1572	1127	4282	3065
PHTF1	7484	0	186	25	356	85	35	257	0	311	247	838	0	0	150	4	60	0	87	79	23	336	245	32
PHTF2	18014	1037	40	213	1666	209	90	48	0	1462	1387	925	321	96	67	489	136	37	120	238	361	512	408	213
PHYH	1372	167	135	229	1	676	61	273	354	884	601	817	422	0	152	0	326	235	26	202	173	248	0	0
PHYHD1	1316	0	1	0	0	312	0	335	0	33	39	149	0	120	433	47	1	177	153	0	0	0	0	0
PHYHIP	2877	0	183	9	18	0	30	26	0	1	1	0	176	0	15	0	21	0	0	67	61	0	0	0
PHYHIPL	3017	1119	414	655	514	320	178	874	850	619	505	476	320	174	292	775	503	69	763	339	769	527	650	516
PHYKPL	2391	0	0	0	0	0	0	0	0	22	43	51	0	0	0	0	0	60	140	0	52	0	0	0
PI15	7028	166	0	6	0	0	0	4	0	183	155	568	0	0	0	0	0	0	0	0	0	0	0	0
PI16	5685	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0
PI3	843	249	138	160	0	220	0	51	104	494	881	569	0	63	50	3	0	0	117	0	4	0	10	9
PI4K2A	3712	1721	1039	3379	1210	1563	176	112	0	256	135	190	1690	505	890	1168	670	309	456	603	514	293	861	2
PI4K2B	4085	0	182	0	0	0	0	0	0	104	62	94	48	0	0	0	0	19	0	67	0	0	2	0
PI4KA	6613	25	10	2165	32	515	413	666	31	141	109	188	1790	780	66	19	1333	631	1039	569	594	247	50	1
PI4KB	4539	4850	600	8597	7113	5378	5981	7477	2103	274	277	229	7498	6715	6774	6951	7877	10001	7643	10914	3358	917	4129	2623
PIANP	2662	0	0	0	0	0	0	0	0	0	0	0	20	0	0	55	18	1	1	0	8	3	0	81
PIAS1	6019	1292	2177	1390	601	341	114	109	160	2093	2511	2032	95	167	173	194	586	482	153	342	186	595	115	114
PIAS2	9221	1407	374	1258	12	311	310	149	438	2080	2020	1652	118	64	178	4	542	53	694	482	73	263	1107	44
PIAS3	3366	1491	2	385	1294	1126	569	1953	1040	56	90	68	1357	274	397	336	868	724	197	450	247	53	1186	99
PIAS4	1789	223	98	274	420	107	275	1035	311	104	92	113	794	243	733	973	1159	859	1319	2031	1007	1492	1784	789
PIBF1	3494	0	0	0	281	58	15	169	0	272	273	271	35	0	120	9	0	4	129	11	0	65	0	1
PICALM	4392	30	50	2	546	17	0	2	7	970	959	1140	1	3	3	0	0	0	56	1	0	1	1	1
PICK1	2306	0	1	313	76	14	16	3	442	25	7	8	60	0	0	42	0	136	124	45	325	52	0	239
PID1	2596	6	548	501	0	16	493	348	780	335	499	466	166	145	288	11	324	0	306	466	190	445	636	784
PIDD1	4091	0	0	245	0	0	0	0	0	8	17	15	0	190	0	0	0	0	0	84	54	0	8	0
PIEZO1	8200	178	55	367	0	100	0	213	0	7	10	24	1100	77	437	33	652	50	219	171	151	924	752	483
PIEZO2	9898	0	0	0	0	0	0	0	0	71	58	410	0	0	0	0	0	0	0	0	0	0	0	0
PIF1	3258	7	0	958	617	4	0	0	0	48	39	16	299	0	103	1231	849	1313	605	1231	99	0	1014	4
PIFO	4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGA	5507	173	0	17	0	0	0	0	0	308	298	268	0	174	243	0	120	0	44	1	0	207	0	0
PIGB	2027	0	318	0	0	0	0	0	0	286	206	447	0	0	0	0	0	110	3	224	0	0	0	0
PIGC	1672	381	664	285	521	698	800	1209	689	1408	1684	2882	947	2110	698	1524	885	1006	1062	2876	2166	1275	680	403
PIGF	1242	0	0	61	0	15	108	272	1	755	723	836	88	0	0	0	26	74	0	153	214	109	71	0
PIGG	5818	1184	0	102	0	0	600	0	0	59	80	70	64	0	1	0	0	0	0	210	0	0	0	0
PIGH	1217	0	0	415	0	163	283	253	0	275	313	303	0	0	114	0	150	109	59	2	1	0	0	1
PIGK	1442	213	0	194	0	0	0	0	0	956	888	1560	0	0	144	0	0	0	0	0	0	0	0	0
PIGL	1528	0	0	550	641	2	7	0	0	34	41	86	0	0	0	0	38	0	7	60	162	0	0	0
PIGM	3432	447	4	1318	372	248	220	431	209	274	241	413	841	849	986	897	726	117	543	1332	413	625	0	134
PIGN	5027	24	107	19	0	0	1291	227	0	320	296	239	99	0	43	78	154	0	79	397	116	4	0	0
PIGO	4630	367	0	2910	1662	0	0	1381	0	91	116	158	562	208	0	0	251	588	0	1	0	504	1129	0
PIGP	1010	245	220	363	0	388	416	82	576	198	143	206	470	381	425	141	426	117	139	348	305	1108	16	82
PIGQ	5119	852	0	2432	428	1664	0	3805	855	14	5	39	1571	0	1118	1408	242	329	304	330	1	382	602	3
PIGR	3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGS	2687	56	1140	617	123	45	243	0	775	125	78	266	702	62	344	129	89	206	431	73	105	537	0	212
PIGT	7434	392	125	806	744	724	65	756	0	119	84	244	160	887	1621	197	1934	641	555	987	142	1140	205	3
PIGU	1668	306	67	1053	274	976	0	555	873	391	314	720	711	429	498	678	221	578	609	1380	904	799	352	1022
PIGV	3069	0	0	456	0	5	150	0	114	61	96	144	592	52	13	49	32	47	0	126	366	3	243	0
PIGW	2939	1491	970	289	38	103	161	71	41	868	770	955	120	40	794	237	281	174	44	110	394	302	36	23
PIGX	2458	122	0	135	0	0	0	0	0	928	898	438	1	0	6	0	2	0	92	1	1	291	0	1
PIGY	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGZ	5736	436	0	2977	841	883	60	1679	1002	109	109	64	1387	920	2024	4	1754	847	566	2197	477	838	1	1
PIH1D1	1719	6872	3521	10123	6239	8961	3856	4865	3371	1342	1772	1631	3322	3799	1845	1512	2907	2334	2681	10235	4597	5154	4210	1148
PIH1D2	1209	5	0	47	0	0	134	0	0	113	81	87	0	0	77	0	11	0	52	0	44	0	0	0
PIH1D3	997	0	0	0	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0
PIK3AP1	3967	0	0	1	0	0	0	0	1	5	5	4	0	76	0	0	0	0	0	115	0	0	1	0
PIK3C2A	8407	527	0	109	0	122	21	156	0	3076	2644	1325	1	122	21	0	2	13	44	87	9	55	0	0
PIK3C2B	9172	5	0	615	3	3	1	288	585	16	5	15	681	0	605	435	315	17	133	21	395	2	331	665
PIK3C2G	5823	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0
PIK3C3	3156	658	0	138	180	767	137	22	0	1725	1646	1398	1	3	41	2	82	507	25	1	5	1	33	156
PIK3CA	11641	8	0	352	0	185	5	2	0	1445	1815	1226	0	0	498	0	3	0	0	0	0	7	0	0
PIK3CB	5011	38	0	750	0	4	114	8	0	1176	983	652	3	0	59	1	9	124	0	47	11	75	2	0
PIK3CD	5972	29	300	247	440	913	46	0	0	16	16	9	438	99	1852	835	1321	1328	1508	909	60	256	39	1
PIK3CG	7758	0	0	0	0	0	0	0	0	41	13	32	0	0	0	0	0	0	0	0	0	0	0	0
PIK3IP1	2264	0	0	820	542	0	1303	0	0	6	10	31	523	54	0	0	0	0	0	0	0	49	0	0
PIK3R1	8231	36	0	51	1	232	0	20	389	657	622	1005	407	11	735	175	291	197	1056	654	360	106	9	137
PIK3R2	3674	517	91	68	116	359	8	210	246	30	5	25	666	175	871	821	642	275	447	1021	104	127	216	488
PIK3R3	5834	0	0	0	0	0	0	0	0	53	24	53	0	0	0	0	0	0	0	0	0	0	1	0
PIK3R4	4983	2851	108	273	0	1755	152	0	0	507	435	484	2	0	1	239	179	0	267	1	177	219	51	0
PIK3R5	5175	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PIK3R6	4497	0	5	260	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0
PIKFYVE	13602	119	0	46	3	75	0	228	79	858	896	537	163	79	152	170	25	6	126	147	27	0	8	19
PILRA	2726	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PIM1	2758	1284	524	1595	1041	483	881	564	600	106	77	56	898	1160	908	1701	2760	2507	4628	5750	4001	2413	1962	1017
PIM2	2036	866	855	1086	0	351	0	562	1	29	34	108	799	843	736	1	765	1667	592	1200	866	647	876	1786
PIM3	2125	6248	4182	9249	8321	11299	7460	22226	12484	72	24	56	16833	15587	22275	20215	24554	16578	24092	42849	8629	8141	5907	8952
PIMREG	1547	393	653	379	2	29	0	0	0	24	19	95	35	868	172	215	69	0	0	0	0	0	0	0
PIN1	1024	2940	1066	1993	1424	3877	2293	3328	1305	420	423	514	1074	1778	445	1060	653	788	549	1962	1189	2031	638	1
PIN4	466	227	67	315	0	358	66	211	0	625	695	427	86	113	25	90	50	34	40	55	69	54	24	0
PINK1	2955	1079	3019	2908	1086	1795	537	1888	1	68	87	111	588	480	606	1180	1447	991	2063	2302	80	1558	1213	24
PINX1	1268	689	136	856	929	284	616	747	0	784	651	516	129	5	66	581	364	209	197	608	116	458	680	630
PIP	438	134	0	53	103	62	0	0	0	323	315	130	0	67	61	172	0	63	0	0	105	4	0	0
PIP4K2A	3393	23	19	68	119	6	0	41	0	323	274	282	114	0	93	28	217	145	168	189	193	578	88	0
PIP4K2B	5371	443	0	487	0	250	155	1	94	170	143	101	20	135	92	4	78	69	191	312	1	75	20	70
PIP4K2C	2775	710	153	692	0	2	0	373	8	286	278	170	1	36	763	2	220	121	4	514	403	332	0	0
PIP4P1	1693	868	1000	1000	1256	1634	2026	1478	1647	117	140	140	1433	3137	3419	3984	5088	5199	5857	15988	4393	1899	3248	2622
PIP4P2	1022	0	0	111	314	0	0	0	0	37	32	44	0	0	0	0	0	0	0	0	0	0	0	0
PIP5K1A	5198	3511	2097	80	0	3704	48	496	48	722	567	507	108	41	1	851	650	1	15	286	2	84	1	184
PIP5K1B	4290	10	862	0	0	6	0	0	0	59	19	19	0	0	5	4	0	15	34	0	13	14	10	0
PIP5K1C	5286	1308	552	1045	374	1003	1314	1767	2470	73	52	60	1511	1335	2172	892	4390	2255	3192	6266	4303	3121	4061	2600
PIP5KL1	1587	0	0	93	0	0	0	0	0	7	8	7	0	0	624	0	0	0	0	0	108	114	0	511
PIPOX	2724	166	0	0	344	1	220	1	0	119	110	94	40	63	758	0	0	0	73	97	95	37	0	0
PIR	1409	0	1	84	0	238	102	674	0	192	275	268	292	0	136	215	23	0	92	113	49	100	133	7
PIRT	741	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PISD	4418	2259	2614	3179	2508	1890	3376	5471	3009	55	44	45	6841	7308	9512	7267	9552	8772	7595	17803	2281	2477	3725	817
PITHD1	1520	4424	1342	12556	6091	6681	4605	1306	4548	3698	3280	2964	5110	4629	7077	5107	7536	3360	5435	10560	3767	1897	4097	750
PITPNA	3877	606	1	138	6	266	381	405	13	732	550	636	315	108	67	138	0	173	207	235	175	493	1	25
PITPNB	2996	55	2	514	345	54	35	10	0	2828	2823	2355	2	8	6	1	6	58	34	11	37	231	169	1587
PITPNC1	6313	0	0	0	0	270	0	174	0	53	189	200	0	0	4	0	4	0	0	0	0	0	20	0
PITPNM1	4206	1425	218	1425	112	3144	255	2049	563	51	40	58	1353	989	694	2497	1847	849	816	1940	1346	911	54	1535
PITPNM2	8631	310	192	546	95	226	53	2	160	6	8	10	58	1283	913	138	1226	1604	804	254	601	639	1084	8
PITPNM3	6919	0	0	0	0	0	0	716	0	0	0	0	121	0	29	0	0	0	12	242	0	0	0	0
PITRM1	3603	227	95	314	2503	606	1249	2531	1812	250	247	475	1767	1403	1749	1973	2168	850	1759	2078	1091	656	1947	1607
PITX1	1963	8	187	468	268	347	252	852	743	49	18	18	446	2	274	516	291	837	678	613	448	0	22	1235
PITX2	2183	744	124	154	0	165	0	2	0	264	265	136	0	337	0	0	246	3	78	44	64	1	149	1
PITX3	5987	0	0	126	0	731	0	864	0	1	2	3	56	0	111	10	92	0	347	155	60	0	1	411
PIWIL1	3603	0	0	0	0	0	0	0	0	4	2	6	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL2	3895	0	8	121	0	189	173	0	0	93	173	73	169	0	0	33	57	140	1	113	0	5	543	24
PIWIL3	4383	164	0	18	0	1	0	1	0	44	33	13	7	131	437	195	77	122	2	397	166	321	0	0
PIWIL4	3192	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PJA1	4836	0	20	0	247	0	0	0	0	58	48	116	0	0	0	0	0	0	0	0	0	0	0	0
PJA2	2695	4	1084	0	0	18	0	0	40	717	778	1317	1	0	0	0	3	0	0	0	7	0	0	0
PJVK	1292	0	0	0	0	0	0	0	0	11	9	27	0	0	0	0	0	0	0	0	0	0	0	0
PKD1	14128	1	0	477	386	558	180	34	367	16	6	31	572	474	222	555	399	444	41	698	340	44	9	11
PKD1L2	7957	0	0	102	0	0	0	0	0	8	5	13	0	0	0	0	0	0	134	1	0	0	22	0
PKD1L3	4737	0	0	0	0	0	0	204	0	0	3	5	0	0	0	0	25	94	1	2	0	0	0	0
