name	length	Morula_SRR17972742_Rep1_R1	Morula_SRR17972743_Rep1_R1	Morula_SRR17972744_Rep1_R1	Morula_SRR17972745_Rep1_R1	Morula_SRR17972746_Rep1_R1	Morula_SRR17972747_Rep1_R1	Morula_SRR17972748_Rep1_R1	Morula_SRR17972749_Rep1_R1	Morula_SRR17972750_Rep1_R1	Morula_SRR17972751_Rep1_R1	Morula_SRR17972752_Rep1_R1	Morula_SRR17972753_Rep1_R1	Morula_SRR17972754_Rep1_R1	Morula_SRR17972755_Rep1_R1	Morula_SRR17972756_Rep1_R1	Morula_SRR17972757_Rep1_R1	Morula_SRR17972786_Rep1_R1	Morula_SRR17972787_Rep1_R1	Morula_SRR17972788_Rep1_R1	Morula_SRR17972789_Rep1_R1	Morula_SRR17972817_Rep1_R1	Morula_SRR17972818_Rep1_R1	Morula_SRR17972819_Rep1_R1
TBL1XR1	6996	26	472	519	292	22	177	45	130	106	57	125	51	135	290	32	64	7	99	158	0	1161	1395	1258
TBL2	1975	10	185	810	115	132	0	122	1	503	0	162	147	27	4	5	0	536	152	252	1	98	140	130
TBL3	2512	82	284	344	161	861	53	1140	67	226	214	297	142	306	2	335	2	579	165	1619	640	112	125	143
TBP	2378	182	30	422	100	172	19	233	5	301	41	427	224	324	37	610	10	56	131	516	0	238	326	309
TBPL1	3126	20	28	238	61	111	1	29	0	490	80	567	53	190	331	0	2	1	204	89	0	761	780	657
TBPL2	1308	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	7	2
TBR1	2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBRG1	1696	1390	787	2261	448	3106	363	2285	569	1072	145	474	477	289	224	315	10	673	958	1026	1435	712	1062	993
TBRG4	2413	13911	4565	14799	2332	23955	1281	7442	1511	7255	1431	5603	2735	2416	198	6495	350	4978	6173	10163	11892	246	350	369
TBX10	1893	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX1	2133	47	1	39	1	125	19	84	0	47	0	56	30	36	0	0	0	2	3	82	0	0	7	1
TBX15	5034	1	0	0	90	0	0	0	0	47	0	311	0	114	0	0	0	0	0	2	0	9	4	6
TBX18	2429	0	1	0	0	3	0	1	0	51	18	83	0	0	0	13	0	0	0	82	0	29	16	41
TBX19	3857	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2
TBX20	1546	1	0	0	0	0	85	0	0	51	3	0	0	2	0	0	0	0	87	0	0	7	14	8
TBX21	2719	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	4	1
TBX22	1542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TBX2	5939	76	0	18	8	32	0	0	0	124	0	30	19	0	0	0	57	0	33	29	0	19	15	22
TBX3	4856	2413	2046	1647	1245	1327	684	1695	511	1731	321	2661	1919	689	969	948	297	3031	780	2631	3367	1257	1758	1637
TBX4	3409	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	171	0	0	0	0
TBX5	1896	0	0	0	2	9	0	20	0	24	2	75	159	28	0	0	0	0	36	0	0	4	11	8
TBX6	1314	6	0	88	0	53	2	94	0	28	0	50	0	87	0	147	0	0	0	99	0	0	0	0
TBXA2R	2823	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBXAS1	2732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
TBXT	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC2N	4287	200	23	169	21	15	1	0	22	189	0	18	0	19	19	0	2	341	10	225	0	1760	1416	1478
TCAF1	5955	0	1	85	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	55	37
TCAF2	4303	1820	206	539	153	2446	0	46	0	1	0	211	93	17	170	9	0	949	633	1061	466	51	118	153
TCAIM	4028	0	0	21	2	0	0	45	0	20	0	0	38	0	0	0	1	0	0	160	0	146	136	117
TCAM1	3773	0	0	0	1	110	0	0	0	5	0	120	0	6	0	5	1	0	0	0	0	177	217	80
TCAP	501	11	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	7	8
TCEA1	2619	1116	737	2186	547	686	415	885	340	284	185	163	362	201	112	490	92	1137	464	966	1281	1576	1528	1573
TCEA2	1597	564	175	105	86	293	51	243	0	16	53	13	112	14	71	3	11	18	163	160	208	34	46	53
TCEA3	1491	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	2	2
TCEAL1	1512	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	22	22	28
TCEAL4	1377	48	8	16	11	0	0	0	0	13	0	29	0	9	56	0	12	225	9	110	938	56	83	55
TCEAL7	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL8	1191	82	226	550	107	234	98	338	6	134	0	168	104	174	54	58	20	194	358	187	1008	1293	1957	1263
TCEAL9	998	19	11	326	106	46	102	220	310	61	10	91	53	1	18	131	149	76	36	2	0	1046	751	589
TCEANC	1380	545	34	516	260	1664	162	451	1	230	152	283	107	286	1	4	0	49	350	10	872	93	177	165
TCEANC2	1886	374	18	275	31	139	52	85	0	104	5	450	253	196	153	17	0	761	42	234	0	231	205	215
TCERG1	4377	697	164	492	186	81	26	366	4	465	28	181	284	190	494	30	58	168	131	314	5	2194	2727	2686
TCERG1L	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0
TCF12	5524	14	0	289	9	13	0	289	1	0	0	20	0	9	0	452	7	650	24	260	0	130	151	177
TCF15	1051	445	124	234	92	368	108	179	1	192	112	235	425	65	210	128	54	8	144	329	1	31	42	50
TCF19	2451	262	8	683	114	353	1	330	104	519	161	740	2	186	0	509	39	910	291	348	0	60	84	84
TCF20	10542	3	25	261	39	696	9	171	341	29	7	130	1	50	2	36	2	135	4	216	125	43	77	74
TCF21	1246	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TCF23	1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF24	4080	0	0	0	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	9	0	51	42	23
TCF25	3367	2410	1823	2023	671	4977	789	1597	615	2483	242	1853	1491	601	65	745	405	2096	930	3975	1394	160	298	316
TCF3	5891	148	8	12	96	972	0	674	232	603	35	820	0	319	43	376	22	6	78	219	0	37	77	97
TCF4	10052	2	0	78	8	0	0	0	0	2	0	5	0	56	0	10	0	0	0	0	0	23	41	22
TCF7	3338	17	0	4	7	146	28	70	0	118	0	277	73	170	0	30	0	0	0	123	0	9	28	14
TCF7L1	2767	35	185	31	37	9	24	2	30	29	26	77	28	16	167	1	118	0	70	150	0	39	60	93
TCF7L2	9622	165	406	152	245	185	111	112	300	335	49	452	438	117	98	12	111	267	156	212	208	278	425	400
TCFL5	6257	0	24	44	8	34	2	157	80	0	0	65	0	1	1	0	0	47	49	38	0	52	36	51
TCHH	5398	1	365	208	12	118	8	1	0	173	0	100	1	14	0	0	9	1	108	271	0	537	282	170
TCHHL1	3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13	7
TCHP	4007	229	88	89	76	121	40	3	0	91	11	88	7	8	2	14	0	98	116	365	530	173	191	235
TCIM	1302	0	0	0	0	0	0	150	0	4	0	0	0	21	0	0	0	0	78	68	0	110	115	146
TCIRG1	3251	0	0	14	27	0	0	49	0	15	0	0	0	0	0	2	0	1	82	133	0	11	21	23
TCL1A	465	0	0	277	21	110	25	12	2	344	6	319	0	348	32	235	0	268	23	195	0	0	3	9
TCL1B	720	663	1	605	84	1409	12	1063	743	723	112	2098	405	1965	69	382	6	391	203	842	246	13	45	37
TCN1	1454	0	0	0	0	32	2	1	0	10	14	0	1	0	2	0	4	0	0	0	0	1	4	6
TCN2	5060	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCOF1	4948	21	41	237	64	2	6	26	0	13	0	60	1	37	54	18	1	4	47	110	0	157	283	318
TCP11	2633	64	0	14	40	38	16	0	0	56	41	44	0	8	0	23	0	1	0	20	0	12	8	15
TCP1	1975	5456	2431	3288	881	1972	656	988	1311	1035	145	663	1288	530	340	641	50	8402	5092	8227	2050	5332	6897	6254
TCP11L1	7143	74	0	6	1	0	5	0	2	20	125	32	3	13	2	1	20	0	148	1	0	59	80	51
TCP11L2	4038	350	0	0	2	149	0	22	0	62	29	0	0	0	0	0	2	0	20	0	0	74	82	56
TCTA	1564	1644	638	1320	387	3788	80	902	334	631	208	780	415	296	105	140	388	948	423	1565	0	100	104	83
TCTE1	4363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TCTE3	585	0	0	0	0	30	1	0	0	4	0	0	0	0	0	0	0	75	0	0	0	8	12	7
TCTEX1D1	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTEX1D2	696	60	60	17	49	36	20	87	36	115	1	55	55	44	79	6	1	20	123	91	576	255	229	278
TCTEX1D4	993	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
TCTN1	3023	0	0	101	72	0	0	269	0	29	0	387	9	11	35	191	0	324	31	132	10	201	185	223
TCTN2	2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	44	41	53
TCTN3	4844	7	0	2	0	2	0	1	41	337	2	215	0	2	0	718	47	174	0	321	0	79	99	77
TDG	3374	87	40	4	37	33	8	7	0	14	0	35	15	9	99	16	0	16	72	264	0	41	42	81
TDGF1	1752	40	0	0	25	0	0	0	32	1	0	0	130	7	0	0	0	2	0	58	0	19	19	23
TDH	1812	425	5	216	146	36	0	251	200	373	654	419	2165	119	454	1	1	0	224	604	0	113	74	53
TDO2	3912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDP1	5505	163	43	198	59	2	0	0	0	463	401	833	16	457	128	62	73	4	167	429	0	93	227	181
TDP2	2792	322	139	420	52	49	11	334	0	16	0	0	66	54	82	553	11	218	14	140	179	793	773	743
TDRD10	1729	0	0	0	0	2	0	226	0	52	0	7	0	3	0	1	0	55	0	158	0	20	9	0
TDRD12	6210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	6
TDRD1	5158	1	203	0	27	35	32	0	0	48	132	30	174	36	205	0	2	125	1	24	0	259	373	210
TDRD15	7281	0	0	0	0	0	0	0	0	0	0	101	0	15	0	0	2	0	0	73	0	10	5	30
TDRD3	3514	83	0	1	19	0	11	0	308	65	26	10	0	18	194	72	0	40	0	166	57	230	265	283
TDRD5	3683	0	0	0	0	116	0	1	0	3	0	2	0	5	0	0	0	0	0	0	0	19	29	38
TDRD6	6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	12
TDRD7	4375	0	0	36	3	1	17	0	0	12	0	42	0	213	2	0	0	554	0	56	0	73	70	84
TDRD9	6250	0	4	0	58	0	1	0	1	19	1	3	1	1	0	2	8	1	0	426	0	125	155	133
TDRKH	1324	96	0	103	6	111	0	14	1	44	30	74	0	80	0	0	0	0	108	102	0	135	85	147
TDRP	2945	35	1076	494	111	171	1	25	21	176	20	650	1	193	11	30	2	82	182	199	43	121	129	101
TEAD1	10617	8	377	264	240	599	7	22	3	218	94	84	235	232	49	441	129	168	188	706	390	424	490	502
TEAD2	2174	6	432	273	103	229	62	44	0	133	97	207	9	81	0	10	0	42	284	17	1010	16	31	23
TEAD3	2920	275	82	555	139	165	14	10	260	609	44	674	13	65	30	281	14	159	360	453	244	32	55	75
TEAD4	6968	8613	2405	7726	1678	8076	1354	1664	3643	2073	1485	6249	7263	2494	360	127	213	3524	4071	5562	501	293	555	658
TEC	3333	0	0	0	1	2	0	1	0	0	0	32	1	27	0	2	0	50	57	8	0	100	185	150
TECPR1	5107	508	0	4	35	18	0	0	0	40	0	92	184	22	0	140	3	0	31	31	0	5	5	4
TECPR2	9114	0	0	0	44	0	0	130	158	88	3	34	435	9	133	0	0	9	48	225	0	16	37	24
TECR	1138	5534	781	2437	378	1999	440	1323	1343	1336	626	2049	2795	1954	1188	337	53	2972	831	3137	1680	224	297	337
TECRL	1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECTA	7103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
TECTB	3001	0	0	0	0	1	0	7	27	21	1	77	0	22	9	3	0	1	0	144	0	2	21	68
TEDC1	10477	0	17	168	6	290	0	0	25	107	3	10	0	67	5	19	0	0	3	10	0	1	10	11
TEDC2	1755	4642	1276	3028	1261	6477	1124	1910	1825	1718	94	1596	669	474	147	1231	31	3462	3281	5141	2007	157	296	328
TEDDM1	4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEF	4608	403	227	168	89	170	8	0	8	106	29	216	1	6	8	29	3	0	74	239	0	20	28	41
TEFM	1605	231	350	335	151	160	135	232	51	251	70	642	220	381	71	63	21	683	406	277	0	2421	2166	2343
TEK	4604	0	0	0	0	0	0	2	257	41	326	339	0	31	1	1	0	0	0	231	0	21	29	20
TEKT1	1395	0	0	57	0	0	0	0	180	18	0	41	0	20	0	116	0	0	0	0	0	2	0	0
TEKT2	1751	0	0	0	0	76	0	0	0	0	0	0	0	8	0	0	0	0	0	125	0	21	7	6
TEKT3	1650	0	0	0	0	0	0	0	0	0	0	0	61	9	0	0	0	0	0	0	0	0	0	0
TEKT4	1497	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
TEKT5	1736	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
TELO2	4454	0	108	0	53	17	0	0	0	5	25	0	11	19	0	0	0	878	0	136	0	3	13	24
TEN1	778	503	1055	886	269	680	289	78	185	225	125	11	95	153	231	208	49	432	351	509	0	104	127	131
TENM1	10500	0	0	0	0	0	0	0	0	30	0	165	0	1	0	0	0	0	0	0	0	2	5	1
TENM2	10060	1	177	45	5	42	61	940	0	17	172	65	57	64	22	0	2	1	29	37	0	3	18	3
TENM3	10932	230	3	0	2	0	0	0	0	22	0	0	0	71	0	1	0	0	0	3	0	5	4	8
TENM4	14109	272	0	30	44	336	0	176	0	287	24	1150	43	377	5	10	0	0	0	433	0	2	14	21
TENT5C	6116	1253	53	347	175	1342	50	262	1	1353	480	2420	1657	2407	107	14	8	2392	40	1059	0	62	72	53
TEP1	8294	128	306	0	14	46	0	168	170	150	0	0	19	1	15	12	1	528	195	284	0	66	93	90
TEPP	963	36	93	0	84	3	14	32	33	175	0	24	10	55	128	15	50	62	15	6	0	37	48	24
TEPSIN	3283	1073	475	698	57	1157	282	409	655	297	1	552	96	50	57	0	0	305	224	92	0	13	17	21
TERB1	3119	166	364	330	4	35	0	6	48	0	1	0	21	10	68	53	1	31	1	1	0	791	835	452
TERB2	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	6
TERC	442	219	220	130	224	212	745	415	1706	552	366	310	892	149	416	149	119	246	81	168	248	2	5	9
TERF1	2409	36	90	106	10	24	30	150	0	29	0	43	16	3	56	2	10	81	27	102	0	960	890	941
TERF2	3023	167	731	584	212	138	111	408	2	314	33	536	751	174	96	13	82	190	111	301	1306	461	601	561
TERF2IP	2175	2352	742	2001	804	933	471	1148	414	556	215	656	688	410	290	787	16	4313	1743	3616	1714	871	1479	1226
TERT	4414	237	0	0	9	201	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	2	4	11
TES	2068	821	517	418	385	173	17	41	17	879	72	3593	611	827	62	578	4	1576	400	803	106	822	1006	1196
TESC	1031	548	0	423	173	969	144	769	491	1069	256	2558	1620	3082	1201	1658	138	163	255	385	0	50	71	118
TESK1	2552	161	474	219	219	349	194	857	1	116	35	581	422	142	4	0	14	8	150	20	0	18	18	27
TESK2	3865	109	47	1572	87	165	40	476	3	452	11	103	39	47	162	1	7	43	138	173	0	150	162	188
TESMIN	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
TESPA1	2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TET1	12169	959	2190	1307	768	918	60	1146	137	575	56	304	724	195	331	404	117	1968	431	852	69	8142	7981	7771
TET2	9860	9	0	8	10	95	6	0	498	247	0	53	13	27	2	0	10	5	24	272	0	117	113	174
TET3	11851	601	79	414	16	1437	158	488	0	2233	239	4591	634	1283	0	754	58	829	67	1573	0	5	13	13
TEX101	1207	127	0	0	1	0	0	0	465	0	0	0	0	0	0	0	1	0	0	78	0	72	50	30
TEX10	3093	168	262	433	300	331	98	101	103	52	51	283	100	78	47	415	67	585	104	808	90	499	822	812
TEX11	3140	36	3	22	61	0	0	0	0	116	1	0	0	1	0	879	7	6	0	0	0	1586	306	529
TEX12	1607	158	247	376	216	174	228	634	553	93	90	209	251	135	149	112	6	367	190	157	1018	2963	2694	2491
TEX13A	2250	0	137	0	117	0	0	80	0	9	0	2	0	20	12	1	0	75	76	35	0	36	102	77
TEX13B	2961	0	0	0	20	0	0	0	0	9	41	0	0	0	1	10	0	83	39	0	0	153	135	37
TEX14	5209	13	35	53	24	21	0	70	0	0	0	0	22	18	0	0	0	0	44	18	0	159	122	124
TEX15	11292	1	251	145	37	21	0	223	1	115	5	40	71	42	4	3	19	54	2	9	0	431	544	380
TEX22	2978	9	1	2	1	0	9	0	0	13	1	4	5	0	0	0	0	0	0	1	38	0	0	0
TEX2	5310	281	5	242	35	197	7	434	0	247	45	74	12	126	279	209	4	11	222	95	0	195	244	194
TEX261	3756	1470	300	845	305	562	135	464	44	353	52	252	129	141	40	301	4	385	213	1072	17	128	147	154
TEX26	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
TEX264	2373	3256	397	1816	355	745	300	1197	88	1379	325	1626	2170	1040	127	110	195	640	589	2160	2	229	190	314
TEX28	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX29	694	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	1	0	0
TEX30	1526	290	154	435	24	309	4	127	2	244	0	139	20	173	12	508	240	393	132	51	1372	1567	1515	1461
TEX33	1432	0	0	26	0	14	4	0	0	2	0	0	0	2	0	0	0	0	2	0	0	43	52	32
TEX35	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
TEX36	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX37	1378	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
TEX38	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
TEX43	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TEX44	2066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX45	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX46	2105	0	0	103	3	0	0	343	0	0	4	74	0	50	73	0	0	273	12	0	0	59	64	31
TEX47	1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX48	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
TEX49	603	0	0	0	6	0	2	0	14	0	0	0	0	6	420	0	0	0	49	0	0	14	13	16
TEX50	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX51	1642	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	65	0	5	1	1
TEX52	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX9	2064	0	72	70	4	54	0	0	0	27	0	42	3	2	27	0	0	15	22	60	1099	153	157	144
TF	2549	13	0	0	0	1	0	16	0	133	0	0	0	0	0	0	0	0	0	0	0	75	76	39
TFAM	5662	842	517	930	363	522	103	641	30	56	119	28	303	26	369	17	174	262	316	407	1541	2281	2539	2268
TFAP2A	5071	139	0	0	16	0	0	0	0	1	34	0	0	0	0	0	0	0	2	2	0	1	2	2
TFAP2B	6247	1	0	46	11	6	1	16	1	108	1	119	12	113	0	67	0	45	5	86	0	2	12	45
TFAP2C	3252	877	1420	1366	1096	881	193	1113	471	1370	649	5142	1376	1136	1525	888	393	2710	1263	2839	496	1645	1890	1720
TFAP2D	2043	0	0	0	8	0	0	0	0	0	0	31	0	4	0	0	0	0	0	0	0	10	6	24
TFAP2E	2393	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0
TFAP4	2188	55	109	69	16	175	212	0	267	91	182	394	425	89	1	1	2	0	33	35	0	2	0	3
TFB1M	2656	291	203	28	67	114	89	99	778	127	46	223	51	182	108	1	0	971	411	341	1	440	463	435
TFB2M	1891	177	586	903	212	693	347	1039	94	607	179	258	434	77	371	1015	28	1151	115	620	1	2189	2402	2017
TFCP2	3630	0	0	37	4	0	0	18	0	3	0	36	0	22	0	0	2	1	0	111	2181	47	94	63
TFCP2L1	8810	508	94	938	308	379	80	328	0	118	45	109	34	23	4	10	1	2019	341	839	166	233	366	189
TFDP1	2613	120	77	13	58	23	2	0	0	17	0	99	0	15	29	25	4	869	129	121	0	87	100	78
TFDP2	9202	543	275	439	251	318	70	699	86	251	29	260	340	132	214	16	54	828	353	895	940	2001	2159	2190
TFE3	3492	258	153	254	101	114	24	420	185	368	4	156	86	129	270	106	0	228	188	294	361	73	108	84
TFEB	3252	572	366	424	182	577	324	416	527	652	182	615	529	480	1317	1512	760	277	227	591	638	121	177	85
TFEC	3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	7
TFF1	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF2	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TFF3	825	0	1	7	7	20	0	39	1	13	11	13	1	10	0	1	0	35	23	7	0	6	5	0
TFG	1952	1411	580	361	259	58	124	376	144	336	139	582	410	238	219	624	89	2799	430	617	16	3368	3390	2984
TFIP11	6615	162	101	328	307	55	1	545	89	142	16	21	4	107	288	0	20	78	262	567	0	106	137	121
TFPI2	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	11
TFPI	3440	13	12	0	3	0	41	1	0	20	0	23	0	0	0	3	1	214	0	3	0	108	74	124
TFPT	850	205	264	161	70	206	98	31	18	178	113	352	114	196	64	131	11	10	102	231	362	52	78	88
TFR2	4330	0	2	29	1	64	0	0	0	31	0	0	0	0	5	1	0	0	0	0	0	1	6	1
TFRC	6117	1198	619	1051	813	287	476	1284	741	484	333	394	520	343	764	560	107	5766	332	1853	316	8137	9284	6359
TG	8857	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	12	7	3
TGDS	2866	5	0	168	22	1	0	161	0	0	0	14	0	51	1	0	0	4	2	2	0	293	360	224
TGFA	4924	0	14	0	58	210	53	0	0	0	0	11	3	5	0	0	0	0	35	0	0	35	62	41
TGFB1	2928	5	29	33	34	45	15	96	27	56	35	114	56	51	10	44	1	1	17	79	0	8	4	11
TGFB1I1	2647	0	0	0	5	13	0	0	2	11	3	5	0	61	0	5	0	1	0	0	0	15	8	5
TGFB2	5205	0	178	9	0	10	0	0	0	0	22	0	0	0	0	9	0	0	5	1	0	25	43	36
TGFB3	3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
TGFBI	2707	414	516	780	686	635	102	486	607	282	95	297	94	379	371	750	62	4165	750	3439	380	382	611	442
TGFBR1	6017	186	65	16	132	29	0	44	51	18	6	190	354	61	24	34	0	519	57	403	0	477	524	501
TGFBR2	4777	0	0	38	1	143	0	0	0	225	0	147	0	1	0	0	0	0	0	1	0	5	24	6
TGFBR3	6474	174	62	63	54	477	1	73	1	111	15	190	145	88	95	147	0	163	96	222	1	125	106	189
TGFBR3L	1250	6	0	11	2	89	22	83	31	0	0	22	42	31	1	0	0	0	10	19	0	4	3	4
TGFBRAP1	5333	89	98	86	18	671	30	170	0	12	0	159	0	82	0	1	0	69	150	634	2	23	41	40
TGIF1	9690	1288	1316	2869	498	3331	623	1787	1315	2529	536	5534	2010	1684	494	483	81	1541	1071	1931	2396	921	666	786
TGIF2	4417	416	402	991	325	864	288	681	368	722	75	1346	160	320	57	18	69	715	670	1465	188	77	129	171
TGM1	2829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8
TGM2	3862	1258	193	609	173	1	751	288	0	862	1111	2237	4835	579	3	1122	2	523	1051	2149	0	93	235	182
TGM3	2740	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0
TGM5	2710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TGM6	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TGM7	2519	1	0	0	6	197	0	0	0	59	0	139	0	52	0	0	0	302	0	0	0	4	10	0
TGOLN2	5591	1731	257	478	272	783	148	1612	1	400	50	501	195	229	489	12	3	692	297	1030	522	605	871	722
TGS1	4501	62	208	140	210	422	20	103	0	113	80	151	76	102	6	58	6	445	211	483	1	631	931	926
TH	2073	0	0	0	2	0	0	0	0	45	0	53	0	82	0	161	0	0	0	1	0	2	0	1
THADA	10055	14	0	80	75	49	116	3	7	40	11	43	194	82	11	41	0	0	0	91	0	318	367	297
THAP10	1609	1	0	0	0	0	3	52	0	0	0	0	0	0	0	0	0	0	100	0	0	13	12	6
THAP11	1675	2805	1736	3020	530	3023	642	1413	192	2996	883	8167	4554	2502	139	1195	118	433	2765	4065	2106	353	432	509
THAP12	2363	0	4	2	9	56	10	114	584	5	1	3	177	80	11	57	7	128	5	1	0	356	266	291
THAP1	3604	289	311	545	79	253	23	158	2	229	4	338	23	362	251	255	5	97	179	359	0	395	372	365
THAP2	4824	0	0	0	0	9	1	119	0	39	28	18	0	6	0	0	0	9	0	15	0	84	39	31
THAP3	1151	3077	614	1799	570	3759	879	591	2675	1399	781	1501	1642	1076	708	769	267	1506	1199	3101	781	163	226	154
THAP4	2722	3613	1054	1437	718	1581	552	1558	294	1163	508	723	789	372	319	1063	99	1203	1133	1819	1146	248	242	354
THAP5	4555	75	589	318	182	171	136	900	408	121	45	143	338	233	218	158	37	187	305	276	0	1256	1310	1253
THAP6	3911	0	0	2	40	0	0	0	0	2	0	0	26	21	24	17	0	0	0	7	375	203	172	163
THAP7	1470	1719	887	906	368	707	407	589	933	555	25	473	603	153	267	398	63	411	404	789	2307	49	60	92
THAP8	3482	0	231	90	36	163	0	250	0	38	0	0	0	151	9	0	0	0	94	0	1	12	25	41
THAP9	4399	551	412	509	189	110	26	177	54	405	8	836	202	690	41	192	7	500	168	402	0	1286	1531	1623
THBD	3634	0	0	0	17	0	42	0	0	66	17	0	0	14	0	0	0	455	0	371	0	14	10	7
THBS1	5808	0	0	640	0	0	0	0	0	1	0	288	242	53	0	85	1	0	1	112	0	14	6	6
