name	length	Blastocyst_SRR17972766_Rep1_R1	Blastocyst_SRR17972767_Rep1_R1	Blastocyst_SRR17972768_Rep1_R1	Blastocyst_SRR17972769_Rep1_R1	Blastocyst_SRR17972770_Rep1_R1	Blastocyst_SRR17972771_Rep1_R1	Blastocyst_SRR17972772_Rep1_R1	Blastocyst_SRR17972773_Rep1_R1	Blastocyst_SRR17972774_Rep1_R1	Blastocyst_SRR17972775_Rep1_R1	Blastocyst_SRR17972776_Rep1_R1	Blastocyst_SRR17972777_Rep1_R1	Blastocyst_SRR17972778_Rep1_R1	Blastocyst_SRR17972779_Rep1_R1	Blastocyst_SRR17972780_Rep1_R1	Blastocyst_SRR17972781_Rep1_R1	Blastocyst_SRR17972782_Rep1_R1	Blastocyst_SRR17972783_Rep1_R1	Blastocyst_SRR17972784_Rep1_R1	Blastocyst_SRR17972785_Rep1_R1	Blastocyst_SRR17972814_Rep1_R1	Blastocyst_SRR17972815_Rep1_R1	Blastocyst_SRR17972816_Rep1_R1
PERM1	4860	0	0	4	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4
PERP	1986	3103	1872	2633	2693	3497	3715	2604	3453	1451	2333	1392	1708	956	660	851	1134	1541	664	26	276	1747	1988	837
PES1	2486	64	38	41	95	8	34	29	75	110	35	39	162	1	24	62	111	10	41	0	62	236	192	162
PET100	422	1653	1300	1462	1445	2521	1579	2097	2405	1625	1323	815	1248	656	505	463	595	633	484	1703	978	1188	753	673
PET117	391	56	30	38	65	58	42	68	58	42	125	36	48	23	79	49	27	32	23	0	20	14	8	9
PEX10	2434	359	399	481	259	55	34	2	386	1	54	124	1	0	64	0	0	0	1	0	0	50	44	30
PEX11A	2928	188	65	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	13
PEX11B	1587	695	449	677	420	469	143	186	599	180	231	362	582	184	262	287	143	3	129	0	13	133	102	73
PEX11G	2753	895	1293	900	1057	1159	1122	1482	1788	919	1134	253	506	91	468	214	1092	113	326	143	2	99	97	44
PEX12	2860	38	4	82	25	1	278	380	53	24	474	51	563	32	310	347	180	93	16	5	5	206	179	137
PEX13	2114	1	17	98	7	184	98	36	21	87	121	24	3	0	6	1	0	25	1	0	2	41	38	22
PEX14	4463	9	19	20	19	1	5	3	10	2	31	16	39	10	36	1	2	3	0	0	1	13	8	12
PEX1	4489	180	250	110	71	314	147	2	31	59	368	0	142	35	8	130	15	1	35	0	29	185	177	121
PEX16	2751	695	1053	798	1072	1159	1400	770	895	892	228	50	192	1	279	418	97	163	41	3	3	60	59	32
PEX19	1948	3221	1624	1000	1523	1326	1935	595	717	265	702	715	365	1136	21	1321	448	240	209	2	197	454	402	238
PEX2	1699	207	10	134	67	21	240	0	154	45	263	37	23	261	13	0	3	11	4	0	13	41	22	24
PEX26	6066	473	102	32	79	35	66	14	17	57	50	2	0	149	194	3	16	85	85	127	7	467	371	243
PEX3	1549	14	69	196	51	12	33	143	25	0	45	1	4	4	12	0	1	0	0	0	3	101	49	60
PEX5	3369	118	96	88	65	148	211	0	169	0	3	31	366	0	2	0	15	124	38	0	6	65	38	31
PEX5L	6388	0	1	45	108	0	0	0	0	0	0	0	0	47	0	0	36	1	0	64	1	19	21	81
PEX6	3526	0	356	5	124	1	253	166	54	0	0	2	13	0	1	13	0	69	18	0	2	17	29	10
PEX7	2649	137	143	217	77	2	209	89	170	0	42	23	20	212	2	98	303	61	176	2	148	245	277	148
PF4	565	0	0	0	0	0	1	0	0	108	0	0	29	0	0	0	0	0	0	0	0	3	3	0
PFAS	7566	115	286	243	265	6	342	371	88	261	303	8	21	176	68	258	310	29	209	1	65	534	468	346
PFDN1	693	2095	1422	2044	1791	2100	2311	2275	2296	1423	2145	874	1450	1044	919	387	750	570	802	247	495	1692	1124	887
PFDN2	590	1474	1055	1092	993	978	906	979	1099	711	889	281	440	1206	582	479	340	592	293	499	294	393	384	430
PFDN4	1240	79	112	662	236	191	236	354	279	135	407	171	335	28	117	181	93	108	173	1	54	384	301	316
PFDN5	950	2193	2201	2023	1315	1762	1925	1654	1952	1460	1805	662	877	1528	474	526	666	657	556	4	346	633	442	507
PFDN6	899	1594	1476	1173	1072	1038	1269	785	1056	908	1093	474	811	242	382	77	605	269	290	3	80	469	393	511
PFKFB1	2537	0	0	0	21	0	0	36	0	0	24	16	99	0	0	0	78	167	0	0	69	5	10	23
PFKFB2	4770	0	0	3	35	10	0	0	20	0	3	1	1	0	133	44	0	4	5	0	0	35	38	29
PFKFB3	6203	278	7	62	99	2	6	1	17	0	0	1	0	8	2	14	10	148	23	0	2	20	39	26
PFKFB4	3594	948	2691	645	1631	1407	2072	1323	1538	561	948	430	559	806	590	804	535	262	112	151	207	284	152	123
PFKL	2800	1637	1771	799	1070	439	1293	1356	913	725	264	96	177	175	44	825	163	197	378	135	51	156	132	97
PFKM	3301	0	0	63	51	0	53	25	1	0	29	0	0	0	0	0	0	0	11	0	0	20	33	18
PFKP	2763	0	0	7	0	398	6	1	0	0	11	0	0	0	0	0	0	4	0	0	0	4	3	1
PFN1	815	40386	35319	34015	30307	29281	35400	22784	32652	18494	20664	8405	16142	9630	10727	12177	10566	8648	6571	1692	1696	3069	2876	2339
PFN2	3948	927	296	321	92	65	113	222	209	0	1	1	0	212	82	358	108	45	2	0	5	214	165	84
PFN3	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFN4	728	0	0	0	54	55	2	109	0	0	0	19	0	0	0	0	0	0	33	0	0	18	14	10
PGA5	1367	0	0	0	59	55	0	0	0	32	0	0	61	0	0	0	15	0	0	0	0	0	0	2
PGAM1	1691	22121	17278	18754	15472	13600	12820	10593	11837	7554	8190	6601	6835	8733	7997	17993	9948	11983	11255	6065	2832	5576	4980	4774
PGAM2	851	5	0	0	5	40	37	0	0	0	0	0	1	0	0	0	3	0	0	0	0	4	3	1
PGAM5	1823	241	914	79	231	259	366	88	350	3	18	61	102	2	146	93	580	29	3	0	8	128	119	87
PGAP1	2895	7	16	7	17	12	47	0	7	2	3	0	14	4	2	0	0	0	1	0	0	35	40	13
PGAP2	2215	276	469	370	131	374	557	711	495	641	73	31	413	52	700	351	263	204	49	2	60	66	33	35
PGAP3	2860	240	223	48	422	532	379	119	407	225	248	4	122	12	30	1	138	21	8	1	0	64	44	33
PGBD1	1609	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
PGBD2	2776	6	0	0	132	105	0	0	1	0	0	0	0	0	0	0	0	0	88	0	5	33	31	18
PGBD5	3300	112	0	0	0	0	4	40	0	0	5	1	0	0	0	0	0	0	48	0	2	49	45	36
PGC	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
PGD	1948	2902	2708	2050	2704	1512	1598	1609	2545	666	1344	469	1473	1193	562	1140	487	854	697	4	814	1373	1544	890
PGF	1578	0	50	0	1	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	3	2
PGGHG	9119	0	80	22	11	0	0	0	0	0	0	25	0	0	0	0	28	0	0	0	0	6	8	6
PGGT1B	1437	0	0	32	101	8	1	8	87	0	1	0	2	2	3	0	0	19	17	0	11	35	35	20
PGK1	1808	5309	3670	3132	3226	2079	2586	1784	1850	833	850	1003	1374	547	837	833	784	1128	1306	152	440	1233	1158	719
PGK2	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLS	1042	2773	2499	2997	2826	3350	4138	3134	4585	1685	2007	1211	1485	634	867	802	918	362	408	4	305	360	232	114
PGLYRP1	686	0	0	0	22	80	0	0	11	67	16	40	1	47	92	0	0	34	0	0	21	1	1	0
PGLYRP2	3935	119	22	0	30	59	0	0	103	0	0	0	0	0	0	0	0	21	18	0	0	5	19	3
PGLYRP3	5533	0	1	71	8	0	38	0	1	21	0	0	0	0	0	0	13	0	0	0	57	28	15	20
PGLYRP4	4108	0	0	0	0	0	0	0	0	0	0	0	26	0	18	0	0	0	0	0	0	6	6	12
PGM1	3145	187	530	542	312	297	137	255	239	84	65	82	303	523	12	6	206	157	225	164	56	252	203	150
PGM2	3083	183	64	228	49	87	33	57	210	4	181	204	4	20	14	33	20	11	66	0	15	258	369	134
PGM2L1	7620	0	0	0	39	0	0	1	7	0	7	0	0	0	4	20	0	2	22	0	0	40	18	24
PGM3	2058	213	18	197	51	173	115	99	22	1	37	12	0	3	4	8	69	9	11	0	8	207	181	91
PGM5	3108	0	111	54	21	26	97	76	7	127	59	42	0	0	11	54	0	0	9	0	1	7	6	10
PGP	2757	2496	2614	2275	2373	3878	2750	2150	3026	1497	1420	360	642	729	359	1134	492	281	295	22	369	435	344	325
PGPEP1	5275	62	79	0	113	56	77	0	34	0	60	102	30	0	0	0	36	0	0	0	4	6	18	3
PGPEP1L	1246	88	61	136	83	88	283	468	16	77	5	143	126	35	75	0	42	21	87	1	2	27	16	35
PGR	6203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
PGRMC1	1858	138	98	774	324	188	304	342	61	276	309	79	180	130	111	394	397	125	272	0	115	1066	1069	456
PGRMC2	1836	188	83	273	306	331	137	291	104	23	214	108	277	65	134	148	136	162	134	32	214	1082	1027	524
PGS1	6927	1012	682	316	239	691	516	138	65	123	463	261	4	129	105	256	11	23	12	2	3	80	62	41
PHACTR1	6952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8	3
PHACTR2	9592	0	0	0	22	7	1	0	0	0	0	0	3	0	31	0	2	0	0	0	0	54	61	26
PHACTR3	1296	53	0	7	0	1	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	12	9	19
PHACTR4	4965	223	181	185	207	377	289	299	53	41	139	16	139	372	171	43	42	70	178	0	43	255	247	129
PHAX	2540	458	60	896	542	611	302	422	325	248	341	49	141	19	0	21	63	8	7	1	15	661	635	379
PHB	1989	12630	14198	10257	11729	9409	14304	7121	13126	6125	4277	2999	3008	2044	1121	3441	3029	2206	1508	255	937	1667	1240	1390
PHB2	1277	3856	4000	2936	3692	3456	3315	3611	4009	2674	1971	1520	1039	1779	1953	2381	1085	1035	530	3	299	244	237	224
PHC1	4808	260	621	118	161	294	116	71	79	318	225	0	34	5	385	67	122	16	49	0	9	140	169	110
PHC2	6243	75	124	272	301	54	524	137	455	0	116	16	0	10	93	40	116	5	20	1	3	42	31	28
PHC3	11914	0	40	17	50	66	25	66	7	0	33	14	16	21	43	7	0	10	1	0	18	124	198	110
PHETA1	4013	379	319	383	354	485	1005	435	386	343	854	6	57	3	107	467	70	95	10	0	8	48	62	34
PHETA2	2574	287	137	170	200	24	496	69	646	31	0	1	0	0	0	0	0	223	44	0	0	47	57	23
PHEX	5952	0	72	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	7
PHF10	2521	32	38	154	86	15	83	42	1	85	6	24	12	4	35	126	7	36	39	0	33	77	112	36
PHF11	2163	0	0	161	132	68	12	10	27	70	0	0	12	0	12	87	46	48	7	1	2	35	36	77
PHF12	4979	2	99	4	25	4	81	3	71	0	104	0	3	15	4	15	9	30	73	0	0	43	58	33
PHF1	2722	27	80	35	36	137	54	30	1	7	103	42	103	14	33	194	30	46	11	1	10	111	104	98
PHF13	1916	4	12	118	29	43	183	269	224	8	13	132	0	0	0	27	0	5	20	0	22	7	14	4
PHF14	6404	1	2	41	60	8	43	31	0	224	4	11	0	9	3	22	7	50	10	26	14	260	194	113
PHF19	4589	31	174	104	135	53	297	200	121	75	80	39	24	52	286	21	13	98	8	1	0	65	44	41
PHF20	6549	60	295	457	713	170	383	471	403	157	380	542	274	665	95	719	352	355	210	61	47	583	620	365
PHF20L1	10984	105	69	60	220	94	456	151	270	4	44	64	13	8	34	438	30	234	69	1	21	312	377	221
PHF21A	8177	0	3	0	3	0	3	18	3	0	0	1	0	11	0	0	0	2	18	0	8	18	16	16
PHF21B	4412	17	0	7	3	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	4	0
PHF23	1999	613	239	91	208	300	268	195	454	376	300	351	86	237	396	273	182	302	244	663	119	344	271	167
PHF24	6272	0	0	30	56	311	0	1	172	1	0	0	0	24	0	64	0	17	0	4	1	19	17	10
PHF2	5808	1	16	40	57	0	27	0	0	2	0	3	1	368	0	0	16	28	5	0	20	32	41	47
PHF3	13568	109	92	175	342	296	164	331	202	13	148	125	297	11	276	194	24	292	228	16	50	713	783	406
PHF5A	905	5466	1826	2511	1731	2192	2710	1512	1681	2185	1515	787	1429	1111	823	1134	1901	611	427	12	66	409	298	321
PHF6	4799	117	34	220	118	2	71	506	28	149	53	42	168	228	215	41	78	23	94	0	37	292	230	185
PHF7	2677	0	2	0	23	0	12	0	0	0	93	0	51	0	0	0	0	1	3	0	0	11	11	3
PHF8	7260	19	141	65	167	40	56	0	285	3	57	63	37	221	180	19	29	1	56	0	3	178	172	143
PHGDH	1840	3195	1203	1123	1552	533	988	773	285	332	881	51	426	38	745	104	24	144	92	89	260	249	109	124
PHGR1	568	36	31	14	36	43	45	83	59	52	21	31	45	23	30	22	25	6	31	0	15	68	19	28
PHIP	10543	43	77	792	408	37	107	76	59	158	73	28	30	28	122	65	55	68	152	0	36	697	878	404
PHKA1	4453	411	43	89	116	257	66	194	39	0	110	17	256	0	22	116	54	98	57	0	32	69	47	42
PHKA2	4682	110	95	0	9	143	73	146	0	35	105	82	0	179	40	182	1	148	4	3	0	39	42	49
PHKB	4106	24	56	3	119	143	1	751	32	253	91	7	36	0	2	26	1	0	36	0	90	181	193	78
PHKG1	1970	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PHKG2	1604	80	234	129	371	168	198	275	148	1	173	106	109	18	290	66	163	0	33	0	0	4	7	8
PHLDA1	1551	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	11	3
PHLDA2	795	156	578	113	351	466	450	220	803	69	308	145	383	125	603	0	461	122	243	0	36	27	31	35
PHLDA3	1908	1415	1792	1117	2016	1496	1370	1244	1474	286	602	396	292	232	191	423	528	388	155	2	175	232	352	204
PHLDB1	6423	27	114	102	127	74	99	94	245	0	147	2	8	77	21	0	160	63	36	0	6	47	47	42
PHLDB2	6906	18	4	102	0	3	207	1	69	19	0	24	0	22	0	2	0	26	7	0	13	112	130	55
PHLDB3	2228	3	177	1	44	17	151	0	212	359	58	0	0	449	0	11	136	53	6	0	10	24	25	28
PHLPP1	5507	0	26	85	12	9	0	24	0	0	0	0	0	87	0	0	0	38	40	0	0	66	63	49
PHLPP2	7968	94	118	437	517	16	663	327	190	177	267	185	82	11	35	430	66	161	66	96	7	522	680	366
PHOSPHO1	2300	2537	1961	1354	2266	2899	1996	1361	1452	1609	1377	655	1629	1759	957	573	797	312	266	86	145	198	208	185
PHOSPHO2	1364	56	105	455	76	159	71	63	184	53	45	196	36	0	13	0	196	70	1	0	5	138	76	116
PHOX2A	1417	1	2	5	1	6	0	5	5	2	30	1	0	0	0	0	35	2	5	0	0	0	0	0
PHOX2B	3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2
PHPT1	601	5222	3434	4787	4069	6991	5617	6442	6647	5450	5650	2678	4152	1694	2742	1328	2860	1226	1673	992	1184	458	290	269
PHRF1	5186	230	79	237	190	131	113	130	76	142	153	9	57	0	217	1	0	157	49	4	134	239	169	158
PHTF1	7484	4	4	11	10	1	10	129	7	5	3	0	0	0	0	0	42	13	1	0	7	44	52	20
PHTF2	18014	35	51	17	74	47	66	48	47	97	78	64	102	136	68	223	71	59	55	9	17	331	303	206
PHYH	1372	166	3	118	26	3	1	0	93	2	1	0	1	13	12	18	1	34	9	0	5	67	29	43
PHYHD1	1316	0	63	0	1	0	65	62	71	0	0	8	0	0	0	0	3	4	0	0	0	3	7	4
PHYHIP	2877	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	30	0	0	0	4	1	3
PHYHIPL	3017	0	3	8	17	0	16	0	0	0	0	33	3	476	5	213	2	17	27	0	0	25	6	26
PHYKPL	2391	0	0	0	47	0	3	0	0	18	11	0	103	0	3	7	0	158	20	0	0	5	6	6
PI15	7028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PI16	5685	0	0	0	0	0	0	0	0	0	0	0	243	7	0	0	0	0	0	0	0	6	4	2
PI3	843	0	35	0	0	0	36	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	6	7
PI4K2A	3712	391	272	487	533	189	291	66	173	77	58	382	129	31	413	0	321	73	100	0	9	157	104	90
PI4K2B	4085	1	0	7	6	4	24	0	1	0	9	38	14	0	0	9	14	2	7	0	0	104	139	49
PI4KA	6613	318	727	596	568	522	696	558	271	186	428	61	371	5	345	182	129	146	95	29	57	212	373	151
PI4KB	4539	341	342	410	472	722	299	46	482	534	167	256	85	410	359	29	169	23	32	0	61	67	49	54
PIANP	2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PIAS1	6019	28	166	588	119	29	292	312	58	22	251	101	152	442	109	391	84	22	16	3	35	239	233	158
PIAS2	9221	890	123	1205	1222	846	823	967	205	781	872	273	289	328	483	1050	159	55	152	2	340	925	764	605
PIAS3	3366	1	85	176	57	154	69	0	19	95	7	26	30	175	102	126	19	24	29	0	7	56	34	30
PIAS4	1789	0	37	1	9	3	5	1	0	1	1	63	0	3	28	4	5	18	0	0	0	17	23	33
PIBF1	3494	0	0	0	44	0	26	2	5	12	20	0	1	59	3	5	1	122	10	0	0	100	96	51
PICALM	4392	521	120	140	307	372	835	255	119	354	341	164	129	38	216	640	318	102	193	4	30	1483	1684	573
PICK1	2306	5	66	55	73	35	2	0	60	13	0	0	113	240	0	0	13	7	1	0	0	20	15	33
PID1	2596	1	67	205	42	200	2	178	1	0	139	15	1	0	160	0	0	0	51	0	0	22	10	13
PIDD1	4091	34	78	6	102	95	67	1	169	0	22	18	0	0	272	0	0	7	21	0	1	41	36	21
PIEZO1	8200	18	22	0	24	4	114	2	5	0	32	0	65	0	0	0	3	0	0	0	0	8	9	17
PIEZO2	9898	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5	16	1
PIF1	3258	0	220	0	438	1	17	179	0	0	81	0	196	39	1	0	0	0	0	0	0	49	47	34
PIFO	4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIGA	5507	3	46	3	12	86	31	271	52	0	0	0	29	0	193	0	6	7	80	0	11	39	56	28
PIGB	2027	73	11	0	66	0	0	168	11	1	3	0	2	0	0	0	39	0	111	0	1	23	51	18
PIGC	1672	1248	950	1757	927	552	569	936	831	820	774	626	199	901	336	1191	1070	385	236	2	15	312	276	200
PIGF	1242	31	44	67	109	0	11	98	77	0	81	0	0	9	0	0	171	2	0	0	0	85	38	101
PIGG	5818	29	289	6	302	397	130	165	306	17	5	210	30	27	2	154	1	100	13	24	6	103	98	78
PIGH	1217	395	49	249	217	201	183	154	170	8	172	1	23	238	37	228	183	153	74	0	27	65	64	55
PIGK	1442	92	2	355	211	153	39	66	1	1	49	1	5	0	1	0	69	0	0	10	17	214	200	127
PIGL	1528	48	117	52	69	81	57	88	196	14	97	0	5	0	38	0	38	45	45	0	50	25	22	3
PIGM	3432	472	598	672	383	265	334	862	212	14	309	160	185	31	156	10	37	50	37	4	19	168	132	91
PIGN	5027	148	356	204	450	35	332	231	25	26	3	3	72	7	131	152	2	11	1	0	22	258	300	162
PIGO	4630	195	388	539	626	250	295	41	335	488	197	101	0	126	11	8	0	22	22	0	0	174	119	113
PIGP	1010	232	100	246	72	168	104	128	126	1	168	80	151	79	444	107	99	36	72	0	71	85	77	71
PIGQ	5119	632	511	1578	1494	843	1026	681	1245	963	180	482	149	113	79	49	120	33	51	1	15	182	111	107
PIGR	3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
PIGS	2687	503	570	565	507	627	695	321	682	178	231	256	643	319	400	656	650	155	479	169	109	321	234	175
PIGT	7434	610	594	672	785	906	443	805	911	423	476	210	99	520	103	56	521	98	117	4	21	147	147	92
PIGU	1668	628	1068	620	790	907	845	696	288	953	333	140	5	324	53	63	335	45	51	2	11	131	137	83
PIGV	3069	293	80	34	58	51	141	24	159	0	17	56	27	9	29	80	0	465	38	0	1	54	42	50
PIGW	2939	150	194	691	433	608	537	398	603	566	342	287	621	184	136	781	110	420	145	1	63	519	422	267
PIGX	2458	188	66	208	119	10	147	9	0	1	92	0	114	0	3	261	1	1	5	0	19	101	114	74
PIGY	1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGZ	5736	160	271	466	324	178	300	171	319	271	167	275	215	58	377	61	215	55	221	1	86	66	76	30
PIH1D1	1719	2282	3285	1677	2608	2489	3999	1333	2729	1222	1509	127	1261	349	2728	599	147	278	213	5	126	230	205	148
PIH1D2	1209	0	23	0	0	0	0	2	3	0	4	0	0	0	0	0	7	0	0	0	0	11	4	4
PIH1D3	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
PIK3AP1	3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	11
PIK3C2A	8407	91	75	24	135	119	71	57	114	0	86	106	58	12	71	154	64	79	135	7	23	633	635	296
PIK3C2B	9172	128	145	18	6	160	56	13	68	3	20	1	36	0	88	5	7	0	0	0	11	58	49	28
PIK3C2G	5823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5
PIK3C3	3156	65	213	41	66	107	200	58	65	22	369	15	116	16	30	79	9	28	56	0	13	449	409	198
PIK3CA	11641	37	105	393	205	166	404	115	93	19	169	60	49	16	85	72	29	54	44	0	46	487	515	231
PIK3CB	5011	240	239	229	257	265	206	256	362	111	220	112	429	340	182	528	203	174	263	2	163	935	1035	365
PIK3CD	5972	18	50	129	68	4	0	1	0	0	62	0	0	16	0	4	38	8	95	0	0	7	16	8
PIK3CG	7758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
PIK3IP1	2264	442	77	20	53	0	73	0	419	0	0	151	0	62	0	0	1	0	0	25	0	6	5	1
PIK3R1	8231	284	179	156	237	163	156	45	362	12	213	205	267	299	51	386	285	273	217	1	72	190	233	138
PIK3R2	3674	71	115	109	156	104	167	274	52	258	125	92	117	0	61	144	7	53	34	71	61	60	65	58
PIK3R3	5834	0	6	0	33	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	6	6
PIK3R4	4983	58	244	29	241	31	285	43	276	61	17	6	323	3	133	64	33	13	178	273	28	422	374	171
PIK3R5	5175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	6
PIK3R6	4497	1	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	1	0	0	0	2	0	1
PIKFYVE	13602	16	65	89	95	49	36	10	108	2	154	26	4	257	3	24	11	16	34	0	0	234	207	166
PILRA	2726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
PIM1	2758	80	62	71	35	91	33	178	32	45	22	104	55	123	54	59	50	66	47	5	19	90	74	100
PIM2	2036	409	501	479	439	437	870	1293	568	52	550	12	121	252	555	18	70	101	97	64	80	15	21	14
PIM3	2125	1741	1870	1439	2202	1418	3459	764	1901	1020	695	625	381	420	250	667	629	109	168	0	44	89	68	97
PIMREG	1547	0	70	34	67	0	115	0	0	0	0	3	0	0	0	0	224	0	1	0	8	9	20	7
PIN1	1024	3450	1912	3038	2224	2715	3416	3078	3108	3203	1977	932	2180	1056	897	812	998	741	726	28	309	506	421	281
PIN4	466	551	458	467	298	178	316	390	433	253	393	158	237	402	96	133	0	131	238	1	156	482	334	469
PINK1	2955	1198	2954	2078	2480	962	1522	455	1204	832	1626	578	452	585	570	564	348	282	260	62	18	350	295	233
PINX1	1268	102	107	611	621	378	184	363	265	6	323	144	123	189	117	341	69	22	62	1	52	173	199	188
PIP	438	0	0	138	0	53	0	0	31	0	56	0	0	0	0	0	0	0	0	1	0	10	5	15
PIP4K2A	3393	291	230	267	220	161	130	101	270	20	123	140	558	593	722	1192	422	223	182	18	104	684	791	315
PIP4K2B	5371	357	249	40	129	109	150	258	1	1	86	106	2	63	336	192	8	23	9	0	4	79	50	55
PIP4K2C	2775	402	337	209	440	399	415	85	308	0	413	0	62	140	584	437	150	54	120	3	19	415	376	209
PIP4P1	1693	270	321	205	635	576	694	10	550	136	35	457	204	475	370	60	118	37	24	0	101	128	119	68
PIP4P2	1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	1	0
PIP5K1A	5198	168	111	178	191	317	88	94	128	30	211	442	71	179	70	240	159	40	68	0	2	108	110	60
PIP5K1B	4290	1	0	0	1	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	45	36	43
PIP5K1C	5286	321	196	159	167	305	258	57	193	414	92	181	504	434	169	15	175	29	2	0	2	47	39	47
PIP5KL1	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	3	0
PIPOX	2724	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	5	2
PIR	1409	307	0	0	30	14	0	87	14	0	11	19	0	206	0	24	0	0	1	0	0	6	3	10
PIRT	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PISD	4418	69	119	59	54	49	157	117	41	101	32	217	49	68	16	20	31	8	26	0	0	4	5	13
PITHD1	1520	1339	1311	1953	1832	1443	2457	580	1312	1364	1548	310	450	35	1168	785	1105	663	181	1	59	587	428	387
PITPNA	3877	476	260	198	387	216	356	206	310	47	210	189	400	187	132	109	75	163	112	172	41	370	363	202
PITPNB	2996	380	238	226	237	234	267	206	51	2	96	149	124	168	208	166	346	91	177	0	26	498	541	354
PITPNC1	6313	2	0	1	15	8	0	1	124	0	0	0	1	5	0	6	0	2	0	0	0	41	23	10
PITPNM1	4206	686	1186	762	1276	897	1871	809	1504	1271	196	187	243	11	242	120	910	255	26	1	90	215	170	110
PITPNM2	8631	244	1	0	1	2	0	0	1	0	23	0	0	0	0	2	51	11	34	0	0	4	10	4
PITPNM3	6919	0	0	17	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	1	1
PITRM1	3603	271	302	727	530	223	337	95	258	153	184	71	47	14	40	1	219	149	55	550	141	265	180	183
PITX1	1963	260	242	285	120	127	127	182	143	111	54	103	67	133	164	317	87	6	3	0	49	49	20	28
PITX2	2183	4	33	16	87	23	39	1	33	0	13	0	0	71	3	4	103	12	27	0	0	166	163	80
PITX3	5987	0	0	85	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	5	1
PIWIL1	3603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	4	2
PIWIL2	3895	0	48	98	143	2	81	2	184	0	6	0	0	7	18	80	56	4	9	0	3	43	40	9
PIWIL3	4383	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	6	6	5	8
PIWIL4	3192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PJA1	4836	9	14	6	23	1	250	0	0	0	0	0	0	1	7	135	0	176	40	1	5	51	34	22
PJA2	2695	12	17	110	58	9	119	286	4	4	33	13	7	0	89	2	28	26	2	0	77	181	190	78
PJVK	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	3	10	3
